type,title,year,min_players,max_players,min_time,max_time,avg_time,min_age,com_age,bay_rating,avg_rating,num_ratings,complexity,comp_votes,comments,views,fans,owners,traders,wanters,wishers,mechanics,categories
boardgame,Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge,1993,3,6,60,60,60.0,8,10,5.52184,5.69983,480,1.7317,41,189,64781,26,1139,70,5,26,"['Cooperative Game', 'Role Playing', 'Roll / Spin and Move', 'Simulation']","['Adventure', 'Movies / TV / Radio theme', 'Real-time', 'Science Fiction']"
boardgame,Tetris Link,2011,2,4,15,15,15.0,6,5,5.6109,6.00512,480,1.3125,16,150,46921,24,1137,60,4,46,['Pattern Building'],"['Abstract Strategy', 'Puzzle', 'Video Game Theme']"
boardgame,SHH,2015,2,4,10,10,10.0,10,,5.74716,6.48107,480,1.6,15,163,24103,12,1622,35,22,116,"['Cooperative Game', 'Hand Management']","['Deduction', 'Word Game']"
boardgame,Brick Party,2015,2,9,15,30,22.5,5,5,5.77899,6.65844,480,1.4286,7,116,34964,11,1101,44,21,131,"['Cooperative Game', 'Hand Management']","['Action / Dexterity', 'Party Game', 'Real-time']"
boardgame,Brick Party,2015,2,9,15,30,22.5,5,5,5.77899,6.65844,480,1.4286,7,116,149417,96,1101,44,21,131,"['Cooperative Game', 'Hand Management']","['Action / Dexterity', 'Party Game', 'Real-time']"
boardgame,Judge Dredd,1982,2,6,90,90,90.0,8,10,5.66658,6.28357,479,1.9167,36,182,76868,42,902,35,43,85,['Variable Player Powers'],"['Comic Book / Strip', 'Fighting', 'Science Fiction']"
boardgame,Judge Dredd,1982,2,6,90,90,90.0,8,10,5.66658,6.28357,479,1.9167,36,182,33245,9,902,35,43,85,['Variable Player Powers'],"['Comic Book / Strip', 'Fighting', 'Science Fiction']"
boardgame,Megastar,2006,2,5,30,30,30.0,8,8,5.48132,5.4381,479,1.4118,51,173,37753,4,979,89,4,19,"['Hand Management', 'Set Collection']","['Card Game', 'Music']"
boardgame,Megastar,2006,2,5,30,30,30.0,8,8,5.48132,5.4381,479,1.4118,51,173,89691,50,979,89,4,19,"['Hand Management', 'Set Collection']","['Card Game', 'Music']"
boardgame,Loop Inc.,2015,2,4,20,40,30.0,13,10,5.73152,6.44363,479,2.5,12,161,65644,52,1067,86,32,216,"['Action Queue', 'Hand Management']","['Science Fiction', 'Travel']"
boardgameexpansion,Arcadia Quest: Pets,2017,2,4,60,120,90.0,8,,6.16564,8.36662,479,2,1,146,53460,59,3255,35,71,274,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']"
boardgame,Leaders of Euphoria: Choose a Better Oppressor,2017,4,8,15,35,25.0,12,10,5.75281,6.51601,479,1.875,8,172,63122,30,1412,114,23,157,"['Memory', 'Take That', 'Team-Based Game']","['Bluffing', 'Card Game', 'Deduction', 'Party Game']"
boardgame,Overbooked,2018,1,4,20,40,30.0,8,8,5.89434,7.15675,479,1.8,15,114,43147,34,903,13,72,357,"['Card Drafting', 'Pattern Building', 'Pattern Recognition']","['Aviation / Flight', 'Puzzle']"
boardgame,True Colors,1989,3,6,30,30,30.0,18,16,5.62864,6.05887,478,1.1579,38,173,84544,8,932,66,21,90,"['Betting and Bluffing', 'Voting']","['Deduction', 'Humor', 'Party Game']"
boardgameexpansion,Talisman Dragons,1993,2,6,240,240,240.0,9,,5.70443,6.42117,478,2.2353,34,147,50696,13,823,21,78,88,"['Dice Rolling', 'Role Playing', 'Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting']"
boardgame,Atmosfear: The Harbingers,1995,3,6,60,60,60.0,12,10,5.56823,5.95808,478,1.9737,38,152,81584,43,1020,78,10,38,['Modular Board'],"['Dice', 'Fantasy', 'Maze', 'Racing']"
boardgame,Fleet Wharfside,2015,2,4,20,30,25.0,13,8,5.85431,6.92348,478,1.75,16,155,43788,38,1404,68,13,92,"['Hand Management', 'Set Collection']","['Animals', 'Card Game', 'Nautical']"
boardgame,Sebastian Fitzek Safehouse,2017,2,4,30,30,30.0,12,14,5.75107,6.55731,478,2.0769,13,67,19152,12,831,13,9,86,"['Action Queue', 'Cooperative Game', 'Set Collection']","['Card Game', 'Murder/Mystery', 'Real-time']"
boardgameexpansion,Azul: Joker Tiles,2017,2,4,30,45,37.5,8,12,5.96295,7.43042,478,1.7,10,170,69615,32,2598,32,192,443,"['Pattern Building', 'Set Collection', 'Tile Placement']","['Abstract Strategy', 'Expansion for Base-game', 'Puzzle']"
boardgame,Buckaroo!,1970,2,4,10,10,10.0,4,3,5.24398,4.51394,477,1,33,193,35492,3,798,20,0,12,[],"['Action / Dexterity', 'American West', 'Animals', ""Children's Game""]"
boardgame,Buckaroo!,1970,2,4,10,10,10.0,4,3,5.24398,4.51394,477,1,33,193,81459,29,798,20,0,12,[],"['Action / Dexterity', 'American West', 'Animals', ""Children's Game""]"
boardgameexpansion,BattleLore: Hill Giant,2006,2,2,60,60,60.0,0,12,5.91314,7.18994,477,2.0833,36,211,40068,6,2051,139,42,72,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Fantasy', 'Medieval', 'Wargame']"
boardgame,Successors (Second Edition),1997,2,4,180,180,180.0,12,12,5.85897,7.02521,476,3.197,66,179,92592,19,855,49,38,67,"['Campaign / Battle Card Driven', 'Point to Point Movement']","['Ancient', 'Wargame']"
boardgame,Tonga Bonga,1998,3,4,45,45,45.0,10,8,5.73116,6.43002,476,1.6818,44,198,54083,3,626,49,50,99,"['Betting and Bluffing', 'Dice Rolling', 'Set Collection']","['Economic', 'Nautical', 'Racing']"
boardgame,Dungeoneer: Den of the Wererats,2004,2,2,30,30,30.0,12,8,5.68869,6.30641,476,2.1064,47,160,52746,9,1267,65,47,101,"['Action Points', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Card Game', 'Dice', 'Exploration', 'Fantasy']"
boardgame,Silk Road,2006,3,6,60,60,60.0,12,10,5.59995,5.91193,476,2.2424,66,227,81699,7,545,63,16,73,"['Auction/Bidding', 'Pick-up and Deliver']",[]
boardgameexpansion,Zombies!!! 7: Send in the Clowns,2008,2,6,60,120,90.0,16,12,5.64251,6.15128,476,2.0345,29,93,55721,28,1682,51,27,120,"['Dice Rolling', 'Modular Board', 'Roll / Spin and Move']","['Expansion for Base-game', 'Exploration', 'Fighting', 'Horror', 'Zombies']"
boardgame,For The Win,2012,2,2,10,10,10.0,8,8,5.56322,5.77221,476,1.7667,30,241,60812,30,1208,184,7,36,"['Action Points', 'Pattern Building', 'Pieces as Map', 'Tile Placement']",['Abstract Strategy']
boardgame,Gobbit,2012,2,8,10,20,15.0,6,6,5.71373,6.47011,476,1.32,25,82,31194,14,868,10,5,50,"['Pattern Recognition', 'Player Elimination']","['Action / Dexterity', 'Animals', 'Card Game', 'Party Game']"
boardgame,Gear & Piston,2013,2,6,30,60,45.0,8,8,5.57839,5.80672,476,2.129,31,189,83430,42,735,88,15,104,"['Card Drafting', 'Hand Management', 'Set Collection', 'Tile Placement', 'Worker Placement']","['Industry / Manufacturing', 'Transportation']"
boardgame,Baseball Highlights: 2045 – Deluxe Edition,2015,1,4,45,45,45.0,10,12,6.10985,7.96264,476,2.2381,21,140,40542,30,809,35,75,110,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Take That']","['Card Game', 'Science Fiction', 'Sports']"
boardgame,Napoleon at Waterloo,1971,2,2,30,30,30.0,10,10,5.75859,6.62821,475,1.9206,63,292,140626,55,1068,29,13,92,"['Dice Rolling', 'Hexagon Grid', 'Ratio / Combat Results Table', 'Simulation', 'Zone of Control']","['Napoleonic', 'Wargame']"
boardgame,Vanished Planet,2003,1,6,60,60,60.0,8,10,5.58169,5.86314,475,2.5536,56,301,96394,16,600,60,36,225,"['Contracts', 'Cooperative Game', 'Events', 'Income', 'Movement Points', 'Moving Multiple Units', 'Race', 'Tech Trees / Tech Tracks']","['Economic', 'Science Fiction', 'Space Exploration']"
boardgame,Stonehenge: An Anthology Board Game,2007,2,5,60,60,60.0,10,8,5.46854,5.41328,475,2.193,57,274,117784,13,1354,154,31,154,['Auction/Bidding'],"['Game System', 'Medieval', 'Political', 'Science Fiction']"
boardgame,Heroica: Waldurk,2011,2,3,15,15,15.0,8,4,5.61925,6.03406,475,1.3077,26,126,24814,23,1456,22,16,33,"['Dice Rolling', 'Modular Board', 'Roll / Spin and Move']","['Adventure', 'Fantasy']"
boardgame,Wings of Glory: WW1 Rules and Accessories Pack,2012,2,99,30,30,30.0,13,8,6.03986,8.02053,475,2.0435,23,135,117300,339,1231,21,24,109,"['Action Queue', 'Simulation', 'Simultaneous Action Selection', 'Team-Based Game']","['Aviation / Flight', 'Card Game', 'Miniatures', 'Wargame', 'World War I']"
boardgame,Slavika,2012,2,5,30,30,30.0,10,10,5.55612,5.93368,475,2.2273,44,88,60485,32,607,24,10,53,"['Area Majority / Influence', 'Hand Management']","['Card Game', 'Fantasy', 'Medieval', 'Mythology']"
boardgame,Dungeon Busters,2014,3,5,20,20,20.0,8,,5.58706,5.88827,475,1.4,10,147,46827,24,1277,85,11,57,"['Hand Management', 'Simultaneous Action Selection']","['Bluffing', 'Card Game', 'Exploration', 'Fantasy', 'Negotiation']"
boardgame,Chopstick Dexterity MegaChallenge 3000,2006,1,3,15,15,15.0,10,10,5.68007,6.20392,474,1.0882,34,200,45350,16,877,54,33,123,[],"['Action / Dexterity', 'Real-time']"
boardgameexpansion,Jambo Expansion 2,2009,2,2,30,30,30.0,10,12,6.01496,7.56013,474,2.2069,29,188,49776,11,1716,30,114,187,"['Hand Management', 'Set Collection']","['Card Game', 'Economic', 'Expansion for Base-game']"
boardgameexpansion,Space Empires: Close Encounters,2012,1,4,180,180,180.0,12,12,6.16617,8.2997,474,3.5472,53,202,159956,120,2668,34,89,270,"['Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Variable Player Powers']","['Bluffing', 'Civilization', 'Expansion for Base-game', 'Science Fiction', 'Space Exploration', 'Wargame']"
boardgame,Solarius Mission,2016,2,4,60,150,105.0,12,10,5.94534,7.28124,474,3.9487,39,166,169554,68,646,32,148,648,"['Action Queue', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Set Collection', 'Variable Player Powers']","['Civilization', 'Dice', 'Economic', 'Exploration', 'Science Fiction']"
boardgame,Horizons,2018,2,5,60,75,67.5,14,8,5.82345,6.87293,474,2.6667,12,163,84830,106,1260,64,37,279,"['Area Majority / Influence', 'Modular Board', 'Tile Placement']","['Civilization', 'Science Fiction', 'Space Exploration']"
boardgame,Hector and Achilles,2003,2,2,30,30,30.0,10,12,5.47967,5.43618,473,1.8364,55,188,80720,6,1192,129,6,33,"['Hand Management', 'Set Collection']","['Card Game', 'Fighting', 'Mythology']"
boardgame,Terra Prime,2009,2,5,60,60,60.0,10,8,5.69827,6.30095,473,2.5692,65,256,108219,40,829,110,31,147,"['Action Points', 'Dice Rolling', 'Modular Board', 'Pick-up and Deliver', 'Point to Point Movement', 'Tile Placement']","['Economic', 'Science Fiction', 'Space Exploration', 'Transportation']"
boardgame,Hoppladi Hopplada!,2008,2,7,20,20,20.0,8,8,5.69889,6.31015,473,1.2647,34,115,24889,8,763,9,17,38,"['Dice Rolling', 'Push Your Luck']","['Animals', ""Children's Game"", 'Dice']"
boardgame,Granada,2009,2,6,45,60,52.5,8,8,5.86839,6.97182,473,2.1935,31,168,74744,20,814,31,34,130,"['Commodity Speculation', 'Set Collection', 'Tile Placement']","['City Building', 'Renaissance']"
boardgame,1862: Railway Mania in the Eastern Counties,2013,2,8,300,300,300.0,12,14,6.18623,8.31166,473,4.5532,47,207,146443,51,1384,27,83,237,"['Auction/Bidding', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement', 'Victory Points as a Resource']","['Economic', 'Trains']"
boardgame,Aquileia,2011,3,5,90,90,90.0,12,10,5.77887,6.73511,473,2.925,40,144,65872,21,797,60,7,67,"['Auction/Bidding', 'Dice Rolling', 'Hand Management', 'Worker Placement']","['Ancient', 'City Building', 'Dice', 'Economic']"
boardgame,Dino Hunt Dice,2012,2,8,10,10,10.0,6,5,5.57168,5.84085,473,1.0645,31,137,28175,13,962,31,7,53,"['Dice Rolling', 'Push Your Luck', 'Re-rolling and Locking']","['Animals', ""Children's Game"", 'Dice', 'Party Game', 'Prehistoric']"
boardgameexpansion,Eclipse: Nebula,2014,2,6,120,120,120.0,14,,6.02372,7.72305,473,3.25,24,127,53729,24,2418,81,42,151,"['Area Majority / Influence', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Science Fiction', 'Space Exploration']"
boardgame,Bounce-Off,2013,2,4,15,15,15.0,7,6,5.53678,5.7041,473,1.4167,12,111,53607,5,1085,19,1,16,['Pattern Building'],"['Action / Dexterity', 'Party Game']"
boardgame,Subatomic: An Atom Building Game,2018,2,4,40,60,50.0,10,10,5.8675,7.07011,473,1.9167,12,180,40832,69,1691,27,56,294,"['Action Points', 'Deck, Bag, and Pool Building', 'Hand Management', 'Push Your Luck']","['Card Game', 'Economic', 'Educational', 'Industry / Manufacturing', 'Math']"
boardgame,BONK,2017,2,4,10,10,10.0,8,8,5.75296,6.53573,473,1,13,95,49984,11,629,13,9,83,['Score-and-Reset Game'],['Action / Dexterity']
boardgameexpansion,Dixit: 10th Anniversary,2018,3,6,60,60,60.0,8,,6.11289,8.10011,473,2,1,97,37922,15,2156,9,71,319,"['Communication Limits', 'Simultaneous Action Selection', 'Storytelling', 'Targeted Clues', 'Voting']","['Card Game', 'Expansion for Base-game', 'Humor', 'Party Game']"
boardgameexpansion,Dixit: 10th Anniversary,2018,3,6,60,60,60.0,8,,6.11289,8.10011,473,2,1,97,44129,1,2156,9,71,319,"['Communication Limits', 'Simultaneous Action Selection', 'Storytelling', 'Targeted Clues', 'Voting']","['Card Game', 'Expansion for Base-game', 'Humor', 'Party Game']"
boardgameexpansion,Runebound: The Dark Forest,2005,2,6,120,120,120.0,10,,5.87826,7.12608,472,2.1724,29,161,36222,15,1559,40,47,98,"['Dice Rolling', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy']"
boardgame,Machine of Death: The Game of Creative Assassination,2013,2,4,30,30,30.0,15,14,5.46742,5.40774,472,1.5714,21,177,55959,59,1750,157,1,90,"['Dice Rolling', 'Storytelling']","['Card Game', 'Humor']"
boardgame,Loonacy,2014,2,5,10,10,10.0,8,5,5.68541,6.33242,472,1.0952,21,110,24274,13,1182,27,11,64,['Pattern Recognition'],"['Card Game', 'Real-time']"
boardgame,Spellcaster,2014,2,4,20,30,25.0,14,8,5.75806,6.56672,472,1.5417,24,133,47681,23,902,49,11,74,['Hand Management'],['Card Game']
boardgame,Spellcaster,2014,2,4,20,30,25.0,14,8,5.75806,6.56672,472,1.5417,24,133,112244,52,902,49,11,74,['Hand Management'],['Card Game']
boardgame,Attack Sub,1991,2,2,30,30,30.0,12,12,5.75696,6.5842,471,2.2969,64,222,85992,36,957,43,43,108,['Campaign / Battle Card Driven'],"['Card Game', 'Modern Warfare', 'Nautical', 'Wargame']"
boardgame,Bitin' Off Hedz,1996,2,8,60,60,60.0,10,,5.26665,4.60686,471,1.2037,54,223,25155,3,879,38,5,13,"['Roll / Spin and Move', 'Variable Player Powers']","['Prehistoric', 'Racing']"
boardgame,Jutland,1967,2,2,120,120,120.0,12,10,5.73394,6.65616,471,2.9125,80,227,110318,38,1263,44,23,71,"['Dice Rolling', 'Simulation']","['Nautical', 'Wargame', 'World War I']"
boardgame,Treasures & Traps,2006,2,6,10,10,10.0,10,8,5.64931,6.20295,471,1.4098,61,196,60806,23,984,62,18,92,['Set Collection'],"['Card Game', 'Fantasy']"
boardgame,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",2012,2,2,20,720,370.0,12,16,6.10019,8.02288,471,2.9744,78,202,165196,112,1151,22,83,406,"['Dice Rolling', 'Hexagon Grid', 'Movement Points', 'Simulation']","['Wargame', 'World War II']"
boardgame,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",2012,2,2,20,720,370.0,12,16,6.10019,8.02288,471,2.9744,78,202,198042,106,1151,22,83,406,"['Dice Rolling', 'Hexagon Grid', 'Movement Points', 'Simulation']","['Wargame', 'World War II']"
boardgame,Bolt Action,2012,2,6,120,120,120.0,12,16,5.98089,7.76394,471,2.7381,42,117,101269,143,1070,19,19,86,"['Action Points', 'Chit-Pull System', 'Dice Rolling', 'Line of Sight', 'Measurement Movement', 'Movement Template', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Phase Order', 'Variable Player Powers']","['Book', 'Miniatures', 'Wargame', 'World War II']"
boardgameexpansion,Shadowrun: Crossfire – High Caliber Ops,2015,1,4,30,60,45.0,13,,6.14454,8.17242,471,2.9091,11,140,66201,50,1836,48,45,158,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Variable Player Powers']","['Adventure', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Science Fiction']"
boardgameexpansion,Mystic Vale: Mana Storm,2017,2,4,45,60,52.5,14,12,6.09055,7.93807,471,2.6667,3,119,25016,20,2654,22,83,264,"['Deck, Bag, and Pool Building', 'Push Your Luck']","['Card Game', 'Fantasy']"
boardgameexpansion,Mystic Vale: Mana Storm,2017,2,4,45,60,52.5,14,12,6.09055,7.93807,471,2.6667,3,119,219425,152,2654,22,83,264,"['Deck, Bag, and Pool Building', 'Push Your Luck']","['Card Game', 'Fantasy']"
boardgame,Fantasy,2001,2,4,20,20,20.0,8,8,5.34643,4.91874,470,1.1282,39,131,48342,10,1095,41,8,37,"['Hand Management', 'Set Collection']","['Card Game', 'Fantasy']"
boardgame,Drive,2003,2,4,30,30,30.0,8,8,5.74048,6.48411,470,1.2679,56,267,73309,5,626,52,48,183,"['Hand Management', 'Set Collection']","['Animals', 'Card Game']"
boardgame,Liberty: The American Revolution 1775-83,2003,2,2,180,180,180.0,12,16,5.9026,7.17947,470,2.6508,63,212,118065,33,837,40,70,180,"['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation']","['Age of Reason', 'American Revolutionary War', 'Wargame']"
boardgame,China Moon,1996,2,5,30,30,30.0,8,6,5.58344,5.83849,470,1.5849,53,212,51234,7,731,49,8,49,"['Point to Point Movement', 'Set Collection']","['Abstract Strategy', 'Animals', ""Children's Game"", 'Racing']"
boardgameexpansion,Cutthroat Caverns: Relics & Ruin,2008,3,6,90,90,90.0,0,12,5.97734,7.4824,470,2.4545,22,125,34692,17,1783,74,49,120,"['Hand Management', 'Role Playing', 'Simultaneous Action Selection']","['Adventure', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Humor']"
boardgame,Langfinger,2009,2,5,20,30,25.0,8,8,5.66941,6.2156,470,1.7895,38,125,35964,12,492,19,14,48,"['Hand Management', 'Worker Placement']",[]
boardgame,Tin Goose,2016,3,5,90,150,120.0,14,10,5.86276,6.98124,470,3,15,130,79730,35,573,49,58,218,"['Auction/Bidding', 'Network and Route Building', 'Point to Point Movement']","['Aviation / Flight', 'Economic']"
boardgame,Fallen,2014,2,2,90,90,90.0,14,12,5.98812,7.99904,470,3.069,58,188,161107,236,848,43,80,331,"['Dice Rolling', 'Hand Management', 'Storytelling']","['Card Game', 'Dice', 'Exploration', 'Fantasy']"
boardgame,Town Center (Fourth Edition),2014,1,4,30,30,30.0,12,12,5.84365,6.86872,470,3.2414,29,165,61650,24,1017,66,59,190,['Area Majority / Influence'],"['Abstract Strategy', 'City Building']"
boardgameexpansion,Cards Against Humanity: Sixth Expansion,2015,4,30,30,30,30.0,17,18,5.78348,6.83835,470,1.0833,12,89,9343,9,2646,28,8,75,"['Hand Management', 'Simultaneous Action Selection']","['Card Game', 'Expansion for Base-game', 'Humor', 'Party Game']"
boardgameexpansion,Cards Against Humanity: Sixth Expansion,2015,4,30,30,30,30.0,17,18,5.78348,6.83835,470,1.0833,12,89,280644,118,2646,28,8,75,"['Hand Management', 'Simultaneous Action Selection']","['Card Game', 'Expansion for Base-game', 'Humor', 'Party Game']"
boardgame,Phantom Leader,2010,1,1,30,30,30.0,12,12,5.96017,7.49237,469,2.6087,69,215,161168,103,916,47,73,270,"['Campaign / Battle Card Driven', 'Card Drafting', 'Dice Rolling']","['Aviation / Flight', 'Modern Warfare', 'Vietnam War', 'Wargame']"
boardgame,The Cards of Cthulhu,2014,1,4,30,90,60.0,0,10,5.79658,6.83512,469,1.8529,34,151,95297,85,1084,63,33,179,"['Cooperative Game', 'Dice Rolling']","['Card Game', 'Horror']"
boardgame,Jäger und Späher,2014,2,2,60,60,60.0,12,,5.82993,6.87431,469,2.65,20,92,41832,18,915,24,26,102,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Worker Placement']",['Prehistoric']
boardgame,Ciúb,2014,2,4,45,45,45.0,10,8,5.64894,6.13222,469,1.9143,35,123,46753,18,666,29,28,110,"['Dice Rolling', 'Set Collection']",['Dice']
boardgame,Taverna,2015,2,5,60,90,75.0,12,12,5.67782,6.26266,469,2.6316,19,108,73492,161,964,58,10,146,"['Area Majority / Influence', 'Card Drafting', 'Worker Placement']","['Fantasy', 'Medieval']"
boardgame,Air Assault On Crete/Invasion of Malta: 1942,1977,2,2,240,240,240.0,12,16,5.70043,6.40794,468,3.1746,63,264,80010,31,1473,80,13,52,"['Dice Rolling', 'Hexagon Grid']","['Aviation / Flight', 'Wargame', 'World War II']"
boardgame,Air Assault On Crete/Invasion of Malta: 1942,1977,2,2,240,240,240.0,12,16,5.70043,6.40794,468,3.1746,63,264,64639,26,1473,80,13,52,"['Dice Rolling', 'Hexagon Grid']","['Aviation / Flight', 'Wargame', 'World War II']"
boardgame,Wiraqocha,2011,2,4,60,60,60.0,12,,5.76674,6.59348,468,2.6585,41,151,89890,47,727,43,71,253,"['Action Points', 'Area Majority / Influence', 'Dice Rolling', 'Modular Board', 'Set Collection', 'Worker Placement']","['Adventure', 'Dice', 'Fighting', 'Science Fiction']"
boardgame,One Night Werewolf,2012,3,7,10,10,10.0,10,8,5.6524,6.17978,468,1.1935,31,120,71287,8,851,14,8,63,"['Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']","['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game']"
boardgameexpansion,Star Wars: X-Wing Miniatures Game – Rebel Transport Expansion Pack,2014,2,0,30,30,30.0,14,14,5.9801,7.63098,468,2.9333,15,139,59900,31,3053,24,87,252,"['Dice Rolling', 'Simultaneous Action Selection', 'Variable Player Powers']","['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']"
boardgame,2GM Tactics,2015,1,4,30,120,75.0,12,12,5.88128,7.63778,468,2.6486,37,133,72782,620,870,22,20,95,"['Action Points', 'Campaign / Battle Card Driven', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Variable Phase Order']","['Card Game', 'Wargame', 'World War II']"
boardgame,Railroad Rivals,2018,1,5,30,60,45.0,8,8,5.74825,6.58541,468,2.1538,13,166,74638,103,1129,75,37,161,"['Auction/Bidding', 'Card Drafting', 'Tile Placement', 'Victory Points as a Resource']",['Trains']
boardgame,1853,1989,3,6,180,180,180.0,12,16,5.83762,6.89103,467,4.1698,53,217,139030,16,1321,56,74,154,"['Network and Route Building', 'Stock Holding', 'Tile Placement']","['Economic', 'Trains', 'Transportation']"
boardgame,Let's Go Fishin',1979,1,4,10,10,10.0,4,3,5.21525,4.39307,467,1.1212,33,174,35598,3,714,5,2,10,[],"['Action / Dexterity', 'Animals', ""Children's Game"", 'Electronic', 'Movies / TV / Radio theme']"
boardgame,Oshi,2006,2,2,20,20,20.0,8,8,5.63748,6.11759,467,2.14,50,188,60922,17,796,68,18,109,[],"['Abstract Strategy', 'Mythology']"
boardgame,Monster Factory,2012,2,6,30,30,30.0,5,5,5.69736,6.36732,467,1.1667,36,146,59408,17,752,17,34,136,['Tile Placement'],"[""Children's Game""]"
boardgame,Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,2017,1,8,90,90,90.0,12,12,6.10801,8.02481,467,2,9,133,87042,32,2462,19,226,935,"['Cooperative Game', 'Storytelling']","['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Puzzle', 'Spies/Secret Agents']"
boardgame,Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,2017,1,8,90,90,90.0,12,12,6.10801,8.02481,467,2,9,133,42179,39,2462,19,226,935,"['Cooperative Game', 'Storytelling']","['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Puzzle', 'Spies/Secret Agents']"
boardgame,Unlock! Scheherazade's Last Tale,2019,1,6,60,60,60.0,10,12,5.77918,6.6373,467,2,4,100,17282,2,833,31,69,114,"['Cooperative Game', 'Storytelling']","['Card Game', 'Exploration', 'Puzzle', 'Real-time']"
boardgame,Xactika,2002,2,10,45,45,45.0,12,12,5.55963,5.77009,466,1.9787,47,205,32918,3,1125,88,3,29,['Trick-taking'],['Card Game']
boardgameexpansion,Runebound: Relics of Legend,2005,2,6,120,120,120.0,10,,5.83618,6.95285,466,2.1923,26,175,31548,18,1694,53,30,72,"['Dice Rolling', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy']"
boardgameexpansion,Runebound: Relics of Legend,2005,2,6,120,120,120.0,10,,5.83618,6.95285,466,2.1923,26,175,45984,16,1694,53,30,72,"['Dice Rolling', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy']"
boardgame,Weapons & Warriors:  Castle Combat Set,1993,2,99,30,30,30.0,7,8,5.57179,5.92224,465,1.2766,47,212,182270,31,1064,74,22,104,"['Action Points', 'Area Movement', 'Dice Rolling', 'Roll / Spin and Move']","['Action / Dexterity', ""Children's Game"", 'Medieval', 'Miniatures']"
boardgame,Weapons & Warriors:  Castle Combat Set,1993,2,99,30,30,30.0,7,8,5.57179,5.92224,465,1.2766,47,212,31221,8,1064,74,22,104,"['Action Points', 'Area Movement', 'Dice Rolling', 'Roll / Spin and Move']","['Action / Dexterity', ""Children's Game"", 'Medieval', 'Miniatures']"
boardgameexpansion,PitchCar Extension 4: Stunt Race,2008,2,8,30,30,30.0,6,6,5.90835,7.16483,465,1.1905,21,156,45090,4,1370,6,169,255,['Modular Board'],"['Action / Dexterity', 'Expansion for Base-game', 'Racing']"
boardgame,23,2011,2,4,25,25,25.0,8,8,5.72882,6.41494,465,1.2326,43,168,29985,5,560,20,43,96,['Hand Management'],['Card Game']
boardgameexpansion,Tzolk'in: The Mayan Calendar – Mini Expansion 2,2013,2,4,90,90,90.0,13,12,6.02047,7.62578,465,3.2917,24,172,42629,15,2819,110,84,175,"['Set Collection', 'Worker Placement']","['Ancient', 'Civilization', 'Economic', 'Expansion for Base-game', 'Farming', 'Mythology']"
boardgame,Metallum,2013,2,2,60,60,60.0,10,12,5.90176,7.17099,465,2.7308,26,95,64654,34,846,60,34,165,"['Action Queue', 'Area Majority / Influence', 'Card Drafting', 'Modular Board', 'Simultaneous Action Selection']","['Economic', 'Science Fiction', 'Space Exploration']"
boardgame,Sherlock 13,2013,2,4,15,15,15.0,6,8,5.71683,6.4312,465,1.7778,9,75,39241,15,784,15,34,125,[],"['Card Game', 'Deduction', 'Novel-based']"
boardgame,Déjà Vu,2017,2,6,15,15,15.0,8,6,5.76931,6.59432,465,1.1,10,82,24407,2,680,8,28,98,['Set Collection'],"['Action / Dexterity', 'Memory', 'Party Game']"
